"fact_impact_sk","time_sk","zone_sk","mode_sk","weather_sk","event_sk","energie_kwh","co2_kg","pm25","no2","aqi_index","nb_accidents","nb_graves","nb_mortels","usagers_vulnerables","volume_crimes","taux_criminalite","bak_co2_kg","bak_nb_mortels","bak_volume_crimes","bak_aqi_index","bak_taux_criminalite","bak_pm25","bak_no2","bak_zone_sk","bak_mode_sk","bak_event_sk"
"167","1","5","2","210385","0","134.036","326.252","10.12","41.4229","18.612","0","0","0","0","26","1.04","326.252","0","26","18.612","1.04","10.12","41.4229","5","2","0"
"168","1","5","2","245449","0","134.036","326.252","10.12","41.4229","18.612","0","0","0","0","26","1.04","326.252","0","26","18.612","1.04","10.12","41.4229","5","2","0"
"169","1","5","2","280513","0","134.036","326.252","10.12","41.4229","18.612","0","0","0","0","26","1.04","326.252","0","26","18.612","1.04","10.12","41.4229","5","2","0"
"170","1","5","2","315577","0","134.036","326.252","10.12","41.4229","18.612","0","0","0","0","26","1.04","326.252","0","26","18.612","1.04","10.12","41.4229","5","2","0"
"171","1","5","6","1","0","13.928","0.696","10.12","41.4229","18.612","0","0","0","0","26","1.04","0.696","0","26","18.612","1.04","10.12","41.4229","5","0","0"
"172","1","5","6","35065","0","13.928","0.696","10.12","41.4229","18.612","0","0","0","0","26","1.04","0.696","0","26","18.612","1.04","10.12","41.4229","5","0","0"
"173","1","5","6","70129","0","13.928","0.696","10.12","41.4229","18.612","0","0","0","0","26","1.04","0.696","0","26","18.612","1.04","10.12","41.4229","5","0","0"
"174","1","5","6","105193","0","13.928","0.696","10.12","41.4229","18.612","0","0","0","0","26","1.04","0.696","0","26","18.612","1.04","10.12","41.4229","5","0","0"
"175","1","5","6","140257","0","13.928","0.696","10.12","41.4229","18.612","0","0","0","0","26","1.04","0.696","0","26","18.612","1.04","10.12","41.4229","5","0","0"
"176","1","5","6","175321","0","13.928","0.696","10.12","41.4229","18.612","0","0","0","0","26","1.04","0.696","0","26","18.612","1.04","10.12","41.4229","5","0","0"
"177","1","5","6","210385","0","13.928","0.696","10.12","41.4229","18.612","0","0","0","0","26","1.04","0.696","0","26","18.612","1.04","10.12","41.4229","5","0","0"
"178","1","5","6","245449","0","13.928","0.696","10.12","41.4229","18.612","0","0","0","0","26","1.04","0.696","0","26","18.612","1.04","10.12","41.4229","5","0","0"
"179","1","5","6","280513","0","13.928","0.696","10.12","41.4229","18.612","0","0","0","0","26","1.04","0.696","0","26","18.612","1.04","10.12","41.4229","5","0","0"
"180","1","5","6","315577","0","13.928","0.696","10.12","41.4229","18.612","0","0","0","0","26","1.04","0.696","0","26","18.612","1.04","10.12","41.4229","5","0","0"
"181","1","5","3","1","0","123.349","6.167","10.12","41.4229","18.612","0","0","0","0","26","1.04","6.167","0","26","18.612","1.04","10.12","41.4229","5","3","0"
"182","1","5","3","35065","0","123.349","6.167","10.12","41.4229","18.612","0","0","0","0","26","1.04","6.167","0","26","18.612","1.04","10.12","41.4229","5","3","0"
"183","1","5","3","70129","0","123.349","6.167","10.12","41.4229","18.612","0","0","0","0","26","1.04","6.167","0","26","18.612","1.04","10.12","41.4229","5","3","0"
"184","1","5","3","105193","0","123.349","6.167","10.12","41.4229","18.612","0","0","0","0","26","1.04","6.167","0","26","18.612","1.04","10.12","41.4229","5","3","0"
"185","1","5","3","140257","0","123.349","6.167","10.12","41.4229","18.612","0","0","0","0","26","1.04","6.167","0","26","18.612","1.04","10.12","41.4229","5","3","0"
"186","1","5","3","175321","0","123.349","6.167","10.12","41.4229","18.612","0","0","0","0","26","1.04","6.167","0","26","18.612","1.04","10.12","41.4229","5","3","0"
"187","1","5","3","210385","0","123.349","6.167","10.12","41.4229","18.612","0","0","0","0","26","1.04","6.167","0","26","18.612","1.04","10.12","41.4229","5","3","0"
"188","1","5","3","245449","0","123.349","6.167","10.12","41.4229","18.612","0","0","0","0","26","1.04","6.167","0","26","18.612","1.04","10.12","41.4229","5","3","0"
"189","1","5","3","280513","0","123.349","6.167","10.12","41.4229","18.612","0","0","0","0","26","1.04","6.167","0","26","18.612","1.04","10.12","41.4229","5","3","0"
"190","1","5","3","315577","0","123.349","6.167","10.12","41.4229","18.612","0","0","0","0","26","1.04","6.167","0","26","18.612","1.04","10.12","41.4229","5","3","0"
"191","1","5","5","1","0","77.004","3.85","10.12","41.4229","18.612","0","0","0","0","26","1.04","3.85","0","26","18.612","1.04","10.12","41.4229","5","5","0"
"192","1","5","5","35065","0","77.004","3.85","10.12","41.4229","18.612","0","0","0","0","26","1.04","3.85","0","26","18.612","1.04","10.12","41.4229","5","5","0"
"193","1","5","5","70129","0","77.004","3.85","10.12","41.4229","18.612","0","0","0","0","26","1.04","3.85","0","26","18.612","1.04","10.12","41.4229","5","5","0"
"194","1","5","5","105193","0","77.004","3.85","10.12","41.4229","18.612","0","0","0","0","26","1.04","3.85","0","26","18.612","1.04","10.12","41.4229","5","5","0"
"195","1","5","5","140257","0","77.004","3.85","10.12","41.4229","18.612","0","0","0","0","26","1.04","3.85","0","26","18.612","1.04","10.12","41.4229","5","5","0"
"196","1","5","5","175321","0","77.004","3.85","10.12","41.4229","18.612","0","0","0","0","26","1.04","3.85","0","26","18.612","1.04","10.12","41.4229","5","5","0"
"197","1","5","5","210385","0","77.004","3.85","10.12","41.4229","18.612","0","0","0","0","26","1.04","3.85","0","26","18.612","1.04","10.12","41.4229","5","5","0"
"198","1","5","5","245449","0","77.004","3.85","10.12","41.4229","18.612","0","0","0","0","26","1.04","3.85","0","26","18.612","1.04","10.12","41.4229","5","5","0"
"199","1","5","5","280513","0","77.004","3.85","10.12","41.4229","18.612","0","0","0","0","26","1.04","3.85","0","26","18.612","1.04","10.12","41.4229","5","5","0"
"200","1","5","5","315577","0","77.004","3.85","10.12","41.4229","18.612","0","0","0","0","26","1.04","3.85","0","26","18.612","1.04","10.12","41.4229","5","5","0"
"201","1","6","2","1","0","112.288","300.932","12.3","39.8375","23.66","0","0","0","0","0","0","300.932","0","0","23.66",NULL,"12.3","39.8375","6","2","0"
"202","1","6","2","35065","0","112.288","300.932","12.3","39.8375","23.66","0","0","0","0","0","0","300.932","0","0","23.66",NULL,"12.3","39.8375","6","2","0"
"203","1","6","2","70129","0","112.288","300.932","12.3","39.8375","23.66","0","0","0","0","0","0","300.932","0","0","23.66",NULL,"12.3","39.8375","6","2","0"
"204","1","6","2","105193","0","112.288","300.932","12.3","39.8375","23.66","0","0","0","0","0","0","300.932","0","0","23.66",NULL,"12.3","39.8375","6","2","0"
"205","1","6","2","140257","0","112.288","300.932","12.3","39.8375","23.66","0","0","0","0","0","0","300.932","0","0","23.66",NULL,"12.3","39.8375","6","2","0"
"206","1","6","2","175321","0","112.288","300.932","12.3","39.8375","23.66","0","0","0","0","0","0","300.932","0","0","23.66",NULL,"12.3","39.8375","6","2","0"
"207","1","6","2","210385","0","112.288","300.932","12.3","39.8375","23.66","0","0","0","0","0","0","300.932","0","0","23.66",NULL,"12.3","39.8375","6","2","0"
"208","1","6","2","245449","0","112.288","300.932","12.3","39.8375","23.66","0","0","0","0","0","0","300.932","0","0","23.66",NULL,"12.3","39.8375","6","2","0"
"209","1","6","2","280513","0","112.288","300.932","12.3","39.8375","23.66","0","0","0","0","0","0","300.932","0","0","23.66",NULL,"12.3","39.8375","6","2","0"
"210","1","6","2","315577","0","112.288","300.932","12.3","39.8375","23.66","0","0","0","0","0","0","300.932","0","0","23.66",NULL,"12.3","39.8375","6","2","0"
"211","1","6","6","1","0","6.876","18.428","12.3","39.8375","23.66","0","0","0","0","0","0","18.428","0","0","23.66",NULL,"12.3","39.8375","6","0","0"
"212","1","6","6","35065","0","6.876","18.428","12.3","39.8375","23.66","0","0","0","0","0","0","18.428","0","0","23.66",NULL,"12.3","39.8375","6","0","0"
"213","1","6","6","70129","0","6.876","18.428","12.3","39.8375","23.66","0","0","0","0","0","0","18.428","0","0","23.66",NULL,"12.3","39.8375","6","0","0"
"214","1","6","6","105193","0","6.876","18.428","12.3","39.8375","23.66","0","0","0","0","0","0","18.428","0","0","23.66",NULL,"12.3","39.8375","6","0","0"
"215","1","6","6","140257","0","6.876","18.428","12.3","39.8375","23.66","0","0","0","0","0","0","18.428","0","0","23.66",NULL,"12.3","39.8375","6","0","0"
"216","1","6","6","175321","0","6.876","18.428","12.3","39.8375","23.66","0","0","0","0","0","0","18.428","0","0","23.66",NULL,"12.3","39.8375","6","0","0"
"217","1","6","6","210385","0","6.876","18.428","12.3","39.8375","23.66","0","0","0","0","0","0","18.428","0","0","23.66",NULL,"12.3","39.8375","6","0","0"
"218","1","6","6","245449","0","6.876","18.428","12.3","39.8375","23.66","0","0","0","0","0","0","18.428","0","0","23.66",NULL,"12.3","39.8375","6","0","0"
"219","1","6","6","280513","0","6.876","18.428","12.3","39.8375","23.66","0","0","0","0","0","0","18.428","0","0","23.66",NULL,"12.3","39.8375","6","0","0"
"220","1","6","6","315577","0","6.876","18.428","12.3","39.8375","23.66","0","0","0","0","0","0","18.428","0","0","23.66",NULL,"12.3","39.8375","6","0","0"
"221","1","6","3","1","0","58.656","2.933","12.3","39.8375","23.66","0","0","0","0","0","0","2.933","0","0","23.66",NULL,"12.3","39.8375","6","3","0"
"222","1","6","3","35065","0","58.656","2.933","12.3","39.8375","23.66","0","0","0","0","0","0","2.933","0","0","23.66",NULL,"12.3","39.8375","6","3","0"
"223","1","6","3","70129","0","58.656","2.933","12.3","39.8375","23.66","0","0","0","0","0","0","2.933","0","0","23.66",NULL,"12.3","39.8375","6","3","0"
"224","1","6","3","105193","0","58.656","2.933","12.3","39.8375","23.66","0","0","0","0","0","0","2.933","0","0","23.66",NULL,"12.3","39.8375","6","3","0"
"225","1","6","3","140257","0","58.656","2.933","12.3","39.8375","23.66","0","0","0","0","0","0","2.933","0","0","23.66",NULL,"12.3","39.8375","6","3","0"
"226","1","6","3","175321","0","58.656","2.933","12.3","39.8375","23.66","0","0","0","0","0","0","2.933","0","0","23.66",NULL,"12.3","39.8375","6","3","0"
"227","1","6","3","210385","0","58.656","2.933","12.3","39.8375","23.66","0","0","0","0","0","0","2.933","0","0","23.66",NULL,"12.3","39.8375","6","3","0"
"228","1","6","3","245449","0","58.656","2.933","12.3","39.8375","23.66","0","0","0","0","0","0","2.933","0","0","23.66",NULL,"12.3","39.8375","6","3","0"
"229","1","6","3","280513","0","58.656","2.933","12.3","39.8375","23.66","0","0","0","0","0","0","2.933","0","0","23.66",NULL,"12.3","39.8375","6","3","0"
"230","1","6","3","315577","0","58.656","2.933","12.3","39.8375","23.66","0","0","0","0","0","0","2.933","0","0","23.66",NULL,"12.3","39.8375","6","3","0"
"231","1","6","5","1","0","71.985","3.599","12.3","39.8375","23.66","0","0","0","0","0","0","3.599","0","0","23.66",NULL,"12.3","39.8375","6","5","0"
"232","1","6","5","35065","0","71.985","3.599","12.3","39.8375","23.66","0","0","0","0","0","0","3.599","0","0","23.66",NULL,"12.3","39.8375","6","5","0"
"233","1","6","5","70129","0","71.985","3.599","12.3","39.8375","23.66","0","0","0","0","0","0","3.599","0","0","23.66",NULL,"12.3","39.8375","6","5","0"
"234","1","6","5","105193","0","71.985","3.599","12.3","39.8375","23.66","0","0","0","0","0","0","3.599","0","0","23.66",NULL,"12.3","39.8375","6","5","0"
"235","1","6","5","140257","0","71.985","3.599","12.3","39.8375","23.66","0","0","0","0","0","0","3.599","0","0","23.66",NULL,"12.3","39.8375","6","5","0"
"236","1","6","5","175321","0","71.985","3.599","12.3","39.8375","23.66","0","0","0","0","0","0","3.599","0","0","23.66",NULL,"12.3","39.8375","6","5","0"
"237","1","6","5","210385","0","71.985","3.599","12.3","39.8375","23.66","0","0","0","0","0","0","3.599","0","0","23.66",NULL,"12.3","39.8375","6","5","0"
"238","1","6","5","245449","0","71.985","3.599","12.3","39.8375","23.66","0","0","0","0","0","0","3.599","0","0","23.66",NULL,"12.3","39.8375","6","5","0"
"239","1","6","5","280513","0","71.985","3.599","12.3","39.8375","23.66","0","0","0","0","0","0","3.599","0","0","23.66",NULL,"12.3","39.8375","6","5","0"
"240","1","6","5","315577","0","71.985","3.599","12.3","39.8375","23.66","0","0","0","0","0","0","3.599","0","0","23.66",NULL,"12.3","39.8375","6","5","0"
"241","1","7","2","1","0","114.274","5.714","15.745","40.7","23.66","0","0","0","0","29","0.879","5.714","0","29",NULL,"0.879","15.745","40.7","7","2","0"
"242","1","7","2","35065","0","114.274","5.714","15.745","40.7","23.66","0","0","0","0","29","0.879","5.714","0","29",NULL,"0.879","15.745","40.7","7","2","0"
"243","1","7","2","70129","0","114.274","5.714","15.745","40.7","23.66","0","0","0","0","29","0.879","5.714","0","29",NULL,"0.879","15.745","40.7","7","2","0"
"244","1","7","2","105193","0","114.274","5.714","15.745","40.7","23.66","0","0","0","0","29","0.879","5.714","0","29",NULL,"0.879","15.745","40.7","7","2","0"
"245","1","7","2","140257","0","114.274","5.714","15.745","40.7","23.66","0","0","0","0","29","0.879","5.714","0","29",NULL,"0.879","15.745","40.7","7","2","0"
"246","1","7","2","175321","0","114.274","5.714","15.745","40.7","23.66","0","0","0","0","29","0.879","5.714","0","29",NULL,"0.879","15.745","40.7","7","2","0"
"247","1","7","2","210385","0","114.274","5.714","15.745","40.7","23.66","0","0","0","0","29","0.879","5.714","0","29",NULL,"0.879","15.745","40.7","7","2","0"
"248","1","7","2","245449","0","114.274","5.714","15.745","40.7","23.66","0","0","0","0","29","0.879","5.714","0","29",NULL,"0.879","15.745","40.7","7","2","0"
"249","1","7","2","280513","0","114.274","5.714","15.745","40.7","23.66","0","0","0","0","29","0.879","5.714","0","29",NULL,"0.879","15.745","40.7","7","2","0"
"250","1","7","2","315577","0","114.274","5.714","15.745","40.7","23.66","0","0","0","0","29","0.879","5.714","0","29",NULL,"0.879","15.745","40.7","7","2","0"
"251","1","7","6","1","0","56.6613","151.852","15.745","40.7","23.66","0","0","0","0","29","0.879","151.852","0","29",NULL,"0.879","15.745","40.7","7","0","0"
"252","1","7","6","35065","0","56.6613","151.852","15.745","40.7","23.66","0","0","0","0","29","0.879","151.852","0","29",NULL,"0.879","15.745","40.7","7","0","0"
"253","1","7","6","70129","0","56.6613","151.852","15.745","40.7","23.66","0","0","0","0","29","0.879","151.852","0","29",NULL,"0.879","15.745","40.7","7","0","0"
"254","1","7","6","105193","0","56.6613","151.852","15.745","40.7","23.66","0","0","0","0","29","0.879","151.852","0","29",NULL,"0.879","15.745","40.7","7","0","0"
"255","1","7","6","140257","0","56.6613","151.852","15.745","40.7","23.66","0","0","0","0","29","0.879","151.852","0","29",NULL,"0.879","15.745","40.7","7","0","0"
"256","1","7","6","175321","0","56.6613","151.852","15.745","40.7","23.66","0","0","0","0","29","0.879","151.852","0","29",NULL,"0.879","15.745","40.7","7","0","0"
"257","1","7","6","210385","0","56.6613","151.852","15.745","40.7","23.66","0","0","0","0","29","0.879","151.852","0","29",NULL,"0.879","15.745","40.7","7","0","0"
"258","1","7","6","245449","0","56.6613","151.852","15.745","40.7","23.66","0","0","0","0","29","0.879","151.852","0","29",NULL,"0.879","15.745","40.7","7","0","0"
"259","1","7","6","280513","0","56.6613","151.852","15.745","40.7","23.66","0","0","0","0","29","0.879","151.852","0","29",NULL,"0.879","15.745","40.7","7","0","0"
"260","1","7","6","315577","0","56.6613","151.852","15.745","40.7","23.66","0","0","0","0","29","0.879","151.852","0","29",NULL,"0.879","15.745","40.7","7","0","0"
"261","1","7","3","1","0","73.704","3.685","15.745","40.7","23.66","0","0","0","0","29","0.879","3.685","0","29",NULL,"0.879","15.745","40.7","7","3","0"
"262","1","7","3","35065","0","73.704","3.685","15.745","40.7","23.66","0","0","0","0","29","0.879","3.685","0","29",NULL,"0.879","15.745","40.7","7","3","0"
"263","1","7","3","70129","0","73.704","3.685","15.745","40.7","23.66","0","0","0","0","29","0.879","3.685","0","29",NULL,"0.879","15.745","40.7","7","3","0"
"264","1","7","3","105193","0","73.704","3.685","15.745","40.7","23.66","0","0","0","0","29","0.879","3.685","0","29",NULL,"0.879","15.745","40.7","7","3","0"
"265","1","7","3","140257","0","73.704","3.685","15.745","40.7","23.66","0","0","0","0","29","0.879","3.685","0","29",NULL,"0.879","15.745","40.7","7","3","0"
"266","1","7","3","175321","0","73.704","3.685","15.745","40.7","23.66","0","0","0","0","29","0.879","3.685","0","29",NULL,"0.879","15.745","40.7","7","3","0"
"267","1","7","3","210385","0","73.704","3.685","15.745","40.7","23.66","0","0","0","0","29","0.879","3.685","0","29",NULL,"0.879","15.745","40.7","7","3","0"
"268","1","7","3","245449","0","73.704","3.685","15.745","40.7","23.66","0","0","0","0","29","0.879","3.685","0","29",NULL,"0.879","15.745","40.7","7","3","0"
"269","1","7","3","280513","0","73.704","3.685","15.745","40.7","23.66","0","0","0","0","29","0.879","3.685","0","29",NULL,"0.879","15.745","40.7","7","3","0"
