"fact_mob_sk","time_sk","zone_sk","line_sk","mode_sk","event_sk","stop_sk","weather_sk","annule","charge_estimee","vitesse_kmh","temps_trajet_min","congestion_index","stress_1_5","satisfaction_1_5","bak_vitesse_kmh","bak_temps_trajet_min","bak_stress_1_5","bak_weather_sk"
"258","11269","4","10","1",NULL,"37",NULL,"0","62","37.7","17.38","1","3","1","37.7","17.38","3","0"
"259","23563","10","13","1",NULL,"63",NULL,"0","36","4.48","17.95","5","5","2","4.48","2282","5","0"
"260","19015","7","4","1",NULL,"150",NULL,"0","39","27.65","27.32","3","3","4","1662","27.32","3","0"
"261","15542","2","4","1",NULL,"158",NULL,"0","50","27.06","13.2","2","1","2","27.06","13.2","1","0"
"262","27689","7","2","1",NULL,"138",NULL,"0","67","27.65","17.95","1","1","3","4445","1643","1","0"
"263","18688","9","3","3",NULL,"54",NULL,"0","55","27.81","17.95","2","4","2","27.81","2672","4","0"
"264","1489","10","15","5",NULL,"32","211873","0","32","43.64","17.95","1","2","2","43.64","1034","2","211873"
"265","12557","6","5","5",NULL,"179",NULL,"0","22","24.16","20.12","9","1","1","24.16","20.12","1","0"
"266","11672","7","4","2",NULL,"127",NULL,"0","32","27.65","564","2","2","2","2694","564","2","0"
"267","9995","3","2","4",NULL,"117",NULL,"0","61","27.65","25.61","1","3","4","3894","25.61","3","0"
"268","8710","6","2","2",NULL,"160",NULL,"0","68","27.65","17.95","2","4","2","2556","1333","4","0"
"269","10169","3","5","1",NULL,"56",NULL,"0","62","27.65","16.09","2","2","2","3179","16.09","2","0"
"270","28542","5","9","2",NULL,"168",NULL,"0","51","17.81","23.93","3","4","1","17.81","23.93","4","0"
"271","2433","2","13","5",NULL,"63",NULL,"0","43","27.65","17.5","3","3","3","1681","17.5","3","0"
"272","34845","6","11","3",NULL,"144",NULL,"0","69","27.65","17.95","1","1","2","4595","1545","1","0"
"273","13245","10","3","2",NULL,"15",NULL,"0","54","27.65","23.68","2","2","2","2791","23.68","2","0"
"274","13718","2","12","5",NULL,"160",NULL,"0","35","27.65","17.09","3","2","4","1922","17.09","2","0"
"275","2054","8","11","3",NULL,"6",NULL,"0","63","27.65","22.26","1","2","2","3939","22.26","2","0"
"276","24477","8","11","5",NULL,"117",NULL,"0","68","33.3","17.95","2","5","3","33.3","2270","5","0"
"277","14946","4","13","2",NULL,"137",NULL,"0","61","3.19","17.95","5","1","3","3.19","1274","1","0"
"278","27884","9","1","1",NULL,"144",NULL,"0","38","18.8","17.95","3","5","3","18.8","2064","5","0"
"279","31453","8","2","4",NULL,"50",NULL,"0","102","24.25","17.95","3","3","3","24.25","1347","3","0"
"280","13282","3","5","1",NULL,"173",NULL,"0","51","29.16","21.17","2","4","5","29.16","21.17","4","0"
"281","23024","10","14","1",NULL,"59",NULL,"0","54","27.65","17.95","2","4","3","3488","1483","4","0"
"282","25021","7","1","2",NULL,"109",NULL,"0","19","27.65","17.95","3",NULL,"2","1620","1984","0","0"
"283","23854","1","12","2",NULL,"110",NULL,"0","59","39.02","17.95","1","3","2","39.02","1355","3","0"
"284","19393","10","15","5",NULL,"37","229777","0","39","27.65","17.95","3","3","5","1671","2365","3","229777"
"285","5848","1","15","5",NULL,"96",NULL,"0","70","27.65","17.95","3","2","4","2161","2614","2","0"
"286","6909","9","12","2",NULL,"151",NULL,"0","24","23.78","23.4","3","3","3","23.78","23.4","3","0"
"287","19331","8","9","2",NULL,"22",NULL,"0","51","27.65","17.95","2","1","1","2756","2774","1","0"
"288","31055","5","14","5",NULL,"122",NULL,"0","57","41.48","15.11","1","4","3","41.48","15.11","4","0"
"289","8528","4","14","4",NULL,"154",NULL,"0","35","40.42","9.62","1","2","4","40.42","9.62","2","0"
"290","25073","7","5","1",NULL,"140",NULL,"0","48","27.65","544","2","2","3","3077","544","2","0"
"291","11064","8","7","3",NULL,"14",NULL,"0","24","39.18","17.95","1","1","2","39.18","2194","1","0"
"292","21131","3","5","3",NULL,"88",NULL,"0","38","35.69","18.18","1","3","2","35.69","18.18","3","0"
"293","11576","3","11","1",NULL,"30",NULL,"0","26","27.65","19.77","2","2","2","2872","19.77","2","0"
"294","28040","2","8","5",NULL,"87",NULL,"0","22","39.17","17.95","1","3","2","39.17","1911","3","0"
"295","19360","2","5","4",NULL,"147",NULL,"0","32","27.65","15.78","2",NULL,"1","3053","15.78","0","0"
"296","20750","2","1","5",NULL,"27",NULL,"0","51","27.65","13.97","2","3","1","3075","13.97","3","0"
"297","26791","7","12","3",NULL,"13",NULL,"0","43","32.2","17.95","2","4","4","32.2","1105","4","0"
"298","33345","2","2","3",NULL,"20",NULL,"0","39","36.48","17.95","1","2","3","36.48","2994","2","0"
"299","17469","5","13","2",NULL,"84",NULL,"0","61","25.99","17.71","2","2","4","25.99","17.71","2","0"
"300","4759","10","13","1",NULL,"154",NULL,"0","14","24.36","22.46","3","3","3","24.36","22.46","3","0"
"301","5648","2","5","4",NULL,"151",NULL,"0","45","27.65","19.71","2","3","5","2566","19.71","3","0"
"302","34489","6","1","3",NULL,"80","350065","0","48","27.65","21.03","1","3","1","4298","21.03","3","350065"
"303","5499","5","5","3",NULL,"151",NULL,"0","27","27.65","18.6","2","4","2","2559","18.6","4","0"
"304","5751","7","7","5",NULL,"6",NULL,"0","29","27.65","17.95","2","1","2","3217","2010","1","0"
"305","4599","1","5","2",NULL,"105",NULL,"0","52","27.65","17.95","1","1","1","5109","1710","1","0"
"306","1184","1","4","1",NULL,"89",NULL,"0","62","27.65","22.55","2","3","3","2707","22.55","3","0"
"307","30833","10","5","3",NULL,"110",NULL,"0","55","27.65","20.02","4","3","2","1371","20.02","3","0"
"308","11114","7","4","2",NULL,"59",NULL,"0","69","27.65","31.48","4","2","2","1473","31.48","2","0"
"309","23596","8","15","2",NULL,"22",NULL,"0","47","36.25","23.48","1","4","1","36.25","23.48","4","0"
"310","34045","6","9","5",NULL,"139",NULL,"0","54","27.65","26.95","2","2","3","2784","26.95","2","0"
"311","28177","1","11","4",NULL,"154","28177","0","25","27.65","24.84","2","2","4","2854","24.84","2","28177"
"312","16870","10","4","1",NULL,"85",NULL,"0","51","20.81","16.78","3","2","1","20.81","16.78","2","0"
"313","32578","1","11","2",NULL,"114",NULL,"0","38","21.1","23.79","3","2","2","21.1","23.79","2","0"
"314","33817","6","11","3",NULL,"101","349393","0","61","27.65","17.95","3","1","2","1640","1770","1","349393"
"315","7152","5","10","1",NULL,"149",NULL,"0","67","27.65","17.95","1","2","4","4252","2160","2","0"
"316","12660","1","13","3",NULL,"128",NULL,"0","73","27.65","29.31","2","4","3","3378","29.31","4","0"
"317","21616","7","4","2",NULL,"40",NULL,"0","22","27.65","17.95","2","2","5","2532","632","2","0"
"318","12312","6","14","1",NULL,"72",NULL,"0","22","24.99","17.95","3","2","3","24.99","1506","2","0"
"319","6909","9","2","2",NULL,"75",NULL,"0","39","23.78","23.4","3","3","3","23.78","23.4","3","0"
"320","4997","3","10","2",NULL,"15",NULL,"0","52","27.65","16.03","2","4","1","3492","16.03","4","0"
"321","10430","7","11","3",NULL,"103",NULL,"0","55","16.38","17.95","3","2","2","16.38","3328","2","0"
"322","30829","3","11","3",NULL,"144",NULL,"0","52","27.65","18.57","1","1","3","4037","18.57","1","0"
"323","6790","5","2","1",NULL,"171",NULL,"0","65","39.91","17.95","1","2","3","39.91","1645","2","0"
"324","1564","4","7","2",NULL,"50",NULL,"0","15","27.65","6.93","2","4","1","3246","6.93","4","0"
"325","13736","4","8","2",NULL,"159",NULL,"0","69","27.65","28.36","3","1","2","1892","28.36","1","0"
"326","15184","5","3","3",NULL,"96",NULL,"0","0","27.65","17.95","1","2","4","3923","2092","2","0"
"327","15184","4","3","5",NULL,"96",NULL,"0","0","27.65","11.09","1","2","5","3995","11.09","2","0"
"328","11735","7","11","2",NULL,"110",NULL,"0","11","27.65","17.95","1","3","3","4313","1877","3","0"
"329","173","2","4","1",NULL,"140",NULL,"0","41","39.41","17.95","1","4","3","39.41","1122","4","0"
"330","18730","2","5","3",NULL,"147",NULL,"0","0","27.6","16.33","2","2","3","27.6","16.33","2","0"
"331","12916","9","8","5",NULL,"143",NULL,"0","51","20.96","17.95","3","2","4","20.96","865","2","0"
"332","7807","9","4","2",NULL,"177",NULL,"0","69","27.65","14.26","2","2","2","2501","14.26","2","0"
"333","11272","3","11","3",NULL,"34",NULL,"0","28","32.65","17.95","2","3","3","32.65","1319","3","0"
"334","16179","1","5","5",NULL,"147",NULL,"0","101","30.45","17.95","2","3","2","30.45","1232","3","0"
"335","27367","7","1","3",NULL,"131",NULL,"0","22","27.65","17.95","3","2","3","2317","1876","2","0"
"336","29891","4","5","3",NULL,"65",NULL,"0","43","27.65","17.95","3","1","4","1832","1502","1","0"
"337","33946","1","8","3",NULL,"81",NULL,"0","36","27.65","12.46","1","3","3","4451","12.46","3","0"
"338","31528","1","3","2",NULL,"129",NULL,"0","38","24.76","17.95","3","3","2","24.76","1423","3","0"
"339","32410","6","7","5",NULL,"28",NULL,"0","48","27.65","25.49","2","2","1","2691","25.49","2","0"
"340","20623","9","8","2",NULL,"4",NULL,"0","72","27.65","21.08","9","2","3","3677","21.08","2","0"
"341","15561","3","3","3",NULL,"35",NULL,"0","41","33.7","17.95","2","3","3","33.7","2047","3","0"
"342","21240","2","5","3",NULL,"38",NULL,"0","69","27.65","21.76","2","3","4","2836","21.76","3","0"
"343","1792","6","13","2",NULL,"127",NULL,"0","24","25","17.14","2","2","3","25","17.14","2","0"
"344","19359","3","12","2",NULL,"133",NULL,"0","52","27.65","17.95","4","5","3","1197","2189","5","0"
"345","12876","1","4","5",NULL,"152",NULL,"0","0","42.51","17.95","1","3","2","42.51","1983","3","0"
"346","8605","9","1","5",NULL,"126",NULL,"0","47","19.55","17.95","3","3","2","19.55","1808","3","0"
"347","16436","5","11","2",NULL,"94",NULL,"0","24","27.65","10.67","2","4","3","3075","10.67","4","0"
"348","9807","5","13","2",NULL,"131",NULL,"0","69","27.65","17.95","3","4","3","1528","2637","4","0"
"349","5166","7","2","3",NULL,"30",NULL,"0","11","24.22","17.95","3","2","3","24.22","2914","2","0"
"350","2459","1","15","3",NULL,"37",NULL,"0","65","19.79","14.53","3","3","3","19.79","14.53","3","0"
"351","22206","6","8","3",NULL,"138",NULL,"0","3","24.31","17.95","3","2","3","24.31","1925","2","0"
"352","19851","6","5","3",NULL,"72",NULL,"0","39","27.65","17.95","2","2","3","3311","2142","2","0"
"353","17612","5","2","2",NULL,"136",NULL,"0","88","27.65","17.95","2",NULL,"3","2786","1764","0","0"
"354","18847","5","2","5",NULL,"116",NULL,"0","40","10.84","26.62","4","2","2","10.84","26.62","2","0"
"355","33441","3","9","2",NULL,"155",NULL,"0","55","36.61","10.87","1","2","3","36.61","10.87","2","0"
"356","28883","5","8","5",NULL,"25",NULL,"0","39","27.65","17.95","1","3","4","3962","2635","3","0"
"357","19692","9","9","2",NULL,"105",NULL,"0","46","27.65","17.95","2","4","1","3299","1837","4","0"
"358","27226","7","1","1",NULL,"114",NULL,"0","71","22.83","17.95","3","2","2","22.83","2263","2","0"
"359","27226","1","1","2",NULL,"114",NULL,"0","71","27.65","17.95","3","4","3","1584","1850","4","0"
"360","33970","1","1","3",NULL,"130",NULL,"0","43","11.65","19.68","4","3","2","11.65","19.68","3","0"
"361","29310","6","1","3",NULL,"20",NULL,"0","49","27.65","17.67","3","5","2","2156","17.67","5","0"
"362","18775","3","3","4",NULL,"129",NULL,"0","49","27.65","18.17","3","1","3","2102","18.17","1","0"
"363","4314","1","1","2",NULL,"79",NULL,"0","33","27.65","17.95","2","1","3","3067","1412","1","0"
"364","7273","10","12","1",NULL,"85","217657","0","58","31.24","17.56","2","3","3","31.24","17.56","3","217657"
"365","732","7","4","2",NULL,"123",NULL,"0","8","45.98","17.95","1","4","4","45.98","1606","4","0"
"366","22869","4","3","5",NULL,"15",NULL,"0","40","23.62","22.49","3","2","3","23.62","22.49","2","0"
"367","25844","2","12","3",NULL,"98",NULL,"0","42","27.65","22.42","2","1","4","2645","22.42","1","0"
"368","11064","8","3","3",NULL,"49",NULL,"0","82","39.18","17.95","1","1","2","39.18","2194","1","0"
"369","29974","4","5","3",NULL,"121",NULL,"0","72","27.65","17.95","1","2","2","3819","1840","2","0"
"370","2453","6","1","3",NULL,"45",NULL,"0","33","34.56","14.74","2","1","3","34.56","14.74","1","0"
"371","16148","7","3","2",NULL,"168",NULL,"1","45","18.98","15.88","3","3","2","18.98","15.88","3","0"
"372","22965","2","11","5",NULL,"62",NULL,"0","51","27.65","18.01","2","3","3","2593","18.01","3","0"
"373","11692","6","5","1",NULL,"141",NULL,"0","49","13.76","16.9","4","1","2","13.76","16.9","1","0"
"374","32001","4","5","5",NULL,"135",NULL,"0","47","32.83","11.54","2","4","4","32.83","11.54","4","0"
"375","21240","2","3","3",NULL,"61",NULL,"0","27","27.65","21.76","2","3","4","2836","21.76","3","0"
"376","5884","3","8","5",NULL,"132",NULL,"0","52","25.96","26.66","2","1","1","25.96","26.66","1","0"
"377","20224","5","5","1",NULL,"80",NULL,"0","38","22.74","17.95","3","1","4","22.74","2875","1","0"
"378","241","5","5","2",NULL,"80","280753","0","57","27.65","17.95","2","2","2","2542","2195","2","280753"
"379","29044","3","10","2",NULL,"14",NULL,"0","55","27.65","17.95","2","3","3","2946","2065","3","0"
"380","2378","4","13","1",NULL,"26",NULL,"0","56","25.23","12.22","2","1","1","25.23","12.22","1","0"
"381","30020","7","15","5",NULL,"119",NULL,"0","15","27.65","17.95","2","3","2","2735","1318","3","0"
"382","26602","5","15","3",NULL,"158",NULL,"0","71","27.65","8.39","2","2","4","3422","8.39","2","0"
"383","10430","7","9","3",NULL,"169",NULL,"0","37","16.38","17.95","3","2","2","16.38","3328","2","0"
"384","16950","5","8","1",NULL,"95",NULL,"0","0","27.65","17.95","1","4","3","4066","2507","4","0"
"385","16950","8","8","1",NULL,"95",NULL,"0","0","31.37","17.95","2","4","1","31.37","2279","4","0"
"386","22074","6","5","1",NULL,"170",NULL,"0","43","10.89","17.95","4","2","2","10.89","1513","2","0"
"387","25093","4","13","3",NULL,"110",NULL,"0","98","44.15","15.52","1","2","3","44.15","15.52","2","0"
"388","3364","2","11","5",NULL,"98",NULL,"0","75","39.65","9.32","1","2","3","39.65","9.32","2","0"
"389","12680","1","3","1",NULL,"74",NULL,"0","29","30.15","17.95","2","1","2","30.15","2084","1","0"
"390","18688","9","9","3",NULL,"135",NULL,"0","23","27.81","17.95","2","4","2","27.81","2672","4","0"
"391","26854","4","8","2",NULL,"47",NULL,"0","22","27.65","17.95","3","4","3","1723","1971","4","0"
"392","6283","9","11","3",NULL,"10",NULL,"0","39","27.65","17.95","2","3","1","2882","1839","3","0"
"393","29933","6","15","3",NULL,"110",NULL,"0","43","28.51","22.01","2","4","1","28.51","22.01","4","0"
"394","570","10","13","3",NULL,"81",NULL,"0","24","28.34","13.97","2","4","3","28.34","13.97","4","0"
"395","9807","5","14","2",NULL,"54",NULL,"0","55","27.65","17.95","3","4","3","1528","2637","4","0"
"396","18744","9","1","4",NULL,"158",NULL,"0","0","19.77","23.92","3","3","2","19.77","23.92","3","0"
"397","10002","4","2","2",NULL,"114",NULL,"0","73","31.88","17.95","2","2","3","31.88","2218","2","0"
"398","27973","6","4","3",NULL,"59",NULL,"0","66","44.72","17.95","1","2","2","44.72","3210","2","0"
"399","5281","5","9","1",NULL,"130","285793","0","65","27.65","20.54","2","3","2","3401","20.54","3","285793"
"400","28402","1","11","5",NULL,"118",NULL,"0","40","22.73","17.95","3","3","3","22.73","2393","3","0"
"401","32594","7","11","1",NULL,"152",NULL,"0","40","9.64","288","4","2","2","9.64","288","2","0"
"402","2678","8","11","2",NULL,"157",NULL,"0","65","27.65","31.26","2","3","3","2928","31.26","3","0"
"403","31056","3","14","5",NULL,"6",NULL,"0","44","27.65","17.95","2","2","3","999","2484","2","0"
"404","9521","9","4","5",NULL,"178",NULL,"0","48","27.65","28.8","1","1","2","4157","28.8","1","0"
"405","12863","10","14","3",NULL,"134",NULL,"0","36","31.74","17.95","2","2","4","31.74","2967","2","0"
"406","27246","1","9","5",NULL,"58",NULL,"0","4","27.65","17.95","3","2","3","1892","1474","2","0"
"407","31954","2","5","3",NULL,"35",NULL,"0","56","27.65","13.67","1","3","2","3517","13.67","3","0"
"408","2474","10","7","5",NULL,"127",NULL,"1","55","34.86","17.95","2","4","3","34.86","2031","4","0"
"409","7915","9","11","3",NULL,"19",NULL,"1","58","27.65","17.95","1","2","3","3641","1743","2","0"
"410","28780","8","8","3",NULL,"55",NULL,"0","45","27.65","15.41","1","1","3","3880","15.41","1","0"
"411","529","5","2","4",NULL,"125","281041","0","37","27.65","17","1","4","2","4000","17","4","281041"
"412","6650","6","9","3",NULL,"172",NULL,"0","72","19.62","21.9","3","1","3","19.62","21.9","1","0"
"413","16920","8","12","1",NULL,"156",NULL,"0","44","30.57","17.95","2","5","2","30.57","1491","5","0"
"414","20542","7","5","3",NULL,"24",NULL,"0","27","27.65","15.96","1","3","3","3586","15.96","3","0"
"415","9521","9","2","5",NULL,"46",NULL,"0","40","27.65","28.8","1","1","2","4157","28.8","1","0"
"416","2118","1","12","1",NULL,"89",NULL,"0","33","45.84","24.51","1","2","2","45.84","24.51","2","0"
"417","28456","8","9","2",NULL,"41",NULL,"0","37","17.98","17.51","3","3","3","17.98","17.51","3","0"
"418","33970","1","4","3",NULL,"46",NULL,"0","50","11.65","19.68","4","3","2","11.65","19.68","3","0"
"419","26119","3","15","2",NULL,"160",NULL,"0","47","27.65","17.95","3","2","2","2056","2224","2","0"
"420","24001","4","14","2",NULL,"22","129193","0","25","18.99","16.99","3","3","1","18.99","16.99","3","129193"
"421","24001","3","14","5",NULL,"22","59065","0","25","27.65","18.18","3","4","1","2353","18.18","4","59065"
"422","33980","1","15","1",NULL,"40",NULL,"0","0","27.65","17.95","3","3","3","1958","633","3","0"
"423","8965","5","2","3",NULL,"87",NULL,"0","44","27.65","17.95","2","2","2","2662","1915","2","0"
"424","7156","2","9","5",NULL,"151",NULL,"0","46","27.65","9.88","3","1","2","2400","9.88","1","0"
"425","9278","7","13","4",NULL,"137",NULL,"0","65","21.78","25.2","3","3","3","21.78","25.2","3","0"
"426","3020","4","12","4",NULL,"118",NULL,"0","32","27.65","18.05","1","3","3","4548","18.05","3","0"
"427","30393","1","13","3",NULL,"136",NULL,"0","28","18.12","24.52","3","1","3","18.12","24.52","1","0"
"428","19000","1","7","5",NULL,"72",NULL,"0","24","27.65","24.12","1","1","2","999","24.12","1","0"
"429","29325","2","10","4",NULL,"67",NULL,"0","48","17.27","17.95","3",NULL,"3","17.27","3496","0","0"
"430","12557","6","1","5",NULL,"1",NULL,"0","68","24.16","20.12","9","1","1","24.16","20.12","1","0"
"431","17618","2","9","3",NULL,"34",NULL,"0","69","20.94","12.76","3","2","3","20.94","12.76","2","0"
"432","27630","8","10","2",NULL,"66",NULL,"0","55","27.65","17.95","3","3","3","2127","2945","3","0"
"433","17116","6","1","3",NULL,"74",NULL,"0","25","38.12","17.95","1","2","4","38.12","2088","2","0"
"434","8712","10","3","3",NULL,"108",NULL,"0","36","27.65","18.59","2","5","4","2787","18.59","5","0"
"435","12863","10","8","3",NULL,"63",NULL,"0","30","31.74","17.95","2","2","4","31.74","2967","2","0"
"436","17494","10","3","1",NULL,"58",NULL,"0","77","27.65","13.13","3","4","2","1680","13.13","4","0"
"437","24966","1","5","2",NULL,"4",NULL,"0","59","29.28","11.01","2","2","4","29.28","11.01","2","0"
"438","24457","7","2","1",NULL,"152","199777","0","86","27.65","11.69","2","2","2","3158","11.69","2","199777"
"439","2418","7","4","3",NULL,"149",NULL,"0","40","33.91","17.95","2","3","2","33.91","1942","3","0"
"440","12411","8","8","2",NULL,"17",NULL,"0","59","22.24","17.95","3","2","4","22.24","2369","2","0"
"441","22430","8","5","3",NULL,"35",NULL,"0","42","32.49","17.95","2","2","3","32.49","2249","2","0"
